customer_id,age,tenure_months,customer_segment,historical_orders,historical_revenue,avg_order_value,days_since_last_purchase,website_visits,email_opens,email_clicks,previous_campaign_response,treatment_received,discount_percentage,purchase,purchase_value,discount_cost,net_revenue,true_baseline_purchase_probability,true_treatment_purchase_probability,true_ite,true_treatment_probability
15916,18,89,budget,6,369.38,70.03,43,6,2,1,0,1,0.05,1,94.0,4.7,89.3,0.1506966738,0.1759248509,0.0252281771,0.2632188831
15917,44,13,standard,5,372.62,75.15,30,9,3,0,0,0,0.0,0,0.0,0.0,0.0,0.2091055382,0.2091055382,0.0,0.3907940575
15918,39,9,premium,5,1724.97,306.91,30,7,8,2,1,0,0.0,1,418.31,0.0,418.31,0.3432782852,0.3432782852,0.0,0.7182266451
15919,45,68,standard,8,497.48,71.02,50,9,13,1,0,0,0.0,0,0.0,0.0,0.0,0.1765698827,0.1765698827,0.0,0.2744887627
15920,35,13,standard,0,0.0,66.58,30,9,8,1,1,0,0.0,0,0.0,0.0,0.0,0.0535034718,0.0535034718,0.0,0.1746912169
15921,43,30,vip,5,962.94,220.03,34,14,16,2,0,0,0.0,1,231.37,0.0,231.37,0.2604445042,0.2604445042,0.0,0.5429249071
15922,21,33,premium,5,395.22,69.43,103,13,5,1,1,0,0.0,0,0.0,0.0,0.0,0.044433024,0.044433024,0.0,0.2136395999
15923,23,93,budget,6,473.52,75.06,18,3,2,1,0,0,0.0,1,82.33,0.0,82.33,0.0951427491,0.0951427491,0.0,0.21355911
15924,18,58,standard,6,267.08,44.76,3,11,4,0,0,0,0.0,0,0.0,0.0,0.0,0.1527229968,0.1527229968,0.0,0.3784750054
15925,35,43,standard,5,357.31,69.51,35,8,5,2,0,0,0.0,0,0.0,0.0,0.0,0.1670092131,0.1670092131,0.0,0.3245233407
15926,28,14,premium,6,743.48,114.48,43,10,8,1,0,0,0.0,0,0.0,0.0,0.0,0.0992827604,0.0992827604,0.0,0.3896465135
15927,26,23,standard,5,198.61,49.17,32,6,8,1,0,0,0.0,0,0.0,0.0,0.0,0.164819455,0.164819455,0.0,0.3597795827
15928,40,35,standard,6,490.92,57.6,45,3,6,1,0,0,0.0,0,0.0,0.0,0.0,0.1235711501,0.1235711501,0.0,0.2725733681
15929,31,73,standard,4,171.33,54.44,40,2,7,1,0,0,0.0,0,0.0,0.0,0.0,0.1767362156,0.1767362156,0.0,0.2523588465
15930,20,2,premium,4,271.76,54.49,26,6,6,2,1,1,0.1,0,0.0,0.0,0.0,0.1301310558,0.2332488138,0.103117758,0.4511477521
15931,64,79,standard,4,333.96,77.01,29,6,7,1,0,0,0.0,1,65.33,0.0,65.33,0.4462149607,0.4462149607,0.0,0.3453663775
15932,36,30,premium,4,485.17,138.34,30,6,8,1,1,0,0.0,0,0.0,0.0,0.0,0.1812132341,0.1812132341,0.0,0.4222426696
15933,24,89,standard,8,572.76,75.09,20,12,7,1,1,0,0.0,1,62.02,0.0,62.02,0.3097356831,0.3097356831,0.0,0.4850695124
15934,29,12,budget,2,124.39,52.63,58,2,4,1,0,0,0.0,0,0.0,0.0,0.0,0.0314425643,0.0314425643,0.0,0.1159875246
15935,34,51,standard,7,507.68,84.77,26,8,5,0,1,0,0.0,0,0.0,0.0,0.0,0.289101787,0.289101787,0.0,0.4758916294
15936,34,51,premium,6,322.47,57.32,74,6,9,0,1,1,0.1,0,0.0,0.0,0.0,0.1044997776,0.1563407803,0.0518410027,0.2613299321
15937,50,38,premium,8,842.75,91.42,44,9,9,2,0,1,0.1,0,0.0,0.0,0.0,0.3086508427,0.3796560725,0.0710052298,0.4852451864
15938,35,25,standard,4,434.35,120.81,24,11,7,0,0,0,0.0,0,0.0,0.0,0.0,0.1964717658,0.1964717658,0.0,0.3970167173
15939,56,111,standard,4,334.66,92.8,39,8,3,0,0,0,0.0,1,198.08,0.0,198.08,0.3088305821,0.3088305821,0.0,0.25279872
15940,31,49,premium,8,1348.55,151.26,45,10,9,1,1,1,0.15,0,0.0,0.0,0.0,0.2456987344,0.3667153223,0.1210165879,0.5810751392
15941,41,54,standard,6,537.15,112.89,46,2,3,0,0,1,0.1,0,0.0,0.0,0.0,0.1866350137,0.2409817911,0.0543467775,0.3027720132
15942,47,101,premium,3,242.9,72.79,6,9,6,4,0,0,0.0,0,0.0,0.0,0.0,0.3493484159,0.3493484159,0.0,0.3618983709
15943,49,26,standard,7,678.83,105.53,6,10,9,1,1,1,0.1,0,0.0,0.0,0.0,0.3465432161,0.4581338224,0.1115906063,0.5476826509
15944,50,43,standard,5,169.81,31.51,22,7,6,0,0,0,0.0,0,0.0,0.0,0.0,0.1580390664,0.1580390664,0.0,0.2625953064
15945,33,32,standard,5,105.57,21.16,39,7,7,0,0,1,0.05,0,0.0,0.0,0.0,0.1187259277,0.1477563631,0.0290304355,0.2649109535
15946,36,6,standard,2,144.15,60.88,16,8,6,0,1,0,0.0,0,0.0,0.0,0.0,0.1420708546,0.1420708546,0.0,0.3520748613
15947,18,25,premium,7,418.66,66.02,27,8,14,4,0,0,0.0,0,0.0,0.0,0.0,0.0820234348,0.0820234348,0.0,0.3535693559
15948,34,42,standard,5,476.2,93.76,9,3,4,2,1,1,0.15,0,0.0,0.0,0.0,0.1929508597,0.3408570447,0.1479061851,0.4070990093
15949,48,31,premium,3,297.77,108.52,13,6,7,1,1,1,0.2,1,73.21,14.64,58.57,0.4192502767,0.7531193952,0.3338691185,0.5355256764
15950,46,51,premium,8,720.87,98.4,53,10,8,1,0,0,0.0,0,0.0,0.0,0.0,0.3064157158,0.3064157158,0.0,0.4529166546
15951,35,55,premium,6,1502.13,194.22,70,10,11,2,0,0,0.0,1,150.13,0.0,150.13,0.2074281384,0.2074281384,0.0,0.4766073722
15952,55,22,premium,8,1785.03,234.59,12,10,13,1,1,1,0.2,1,215.95,43.19,172.76,0.6470309055,0.9564342588,0.3094033533,0.8203920893
15953,32,31,standard,3,400.48,120.22,2,10,6,1,0,1,0.1,1,104.47,10.45,94.02,0.2304321791,0.3315648256,0.1011326465,0.438280628
15954,28,14,standard,2,117.81,57.38,40,8,3,3,0,0,0.0,0,0.0,0.0,0.0,0.0525327612,0.0525327612,0.0,0.1982689667
15955,31,16,standard,3,246.15,76.31,14,8,8,1,0,0,0.0,0,0.0,0.0,0.0,0.1010089816,0.1010089816,0.0,0.2994141361
15956,24,18,standard,6,555.71,94.61,4,4,5,0,0,1,0.1,0,0.0,0.0,0.0,0.2340372144,0.3395966924,0.105559478,0.5137282288
15957,43,26,premium,3,434.07,148.62,37,6,7,1,1,1,0.15,0,0.0,0.0,0.0,0.1479047757,0.2698246468,0.121919871,0.3517443593
15958,39,48,standard,1,68.18,63.73,33,11,4,1,0,0,0.0,0,0.0,0.0,0.0,0.1811602579,0.1811602579,0.0,0.263042189
15959,43,59,standard,3,615.55,195.32,31,5,4,1,1,0,0.0,0,0.0,0.0,0.0,0.2190608257,0.2190608257,0.0,0.3570557498
15960,31,35,premium,7,404.21,77.2,99,12,7,2,1,0,0.0,0,0.0,0.0,0.0,0.0406394671,0.0406394671,0.0,0.187778417
15961,35,8,standard,3,174.69,50.23,31,4,8,0,0,1,0.1,0,0.0,0.0,0.0,0.0849223738,0.147407894,0.0624855201,0.2448608978
15962,18,26,vip,4,1635.68,402.05,20,20,14,1,1,1,0.15,1,310.83,46.62,264.21,0.4470187434,0.6639879177,0.2169691743,0.8255332702
15963,40,10,standard,6,841.95,140.36,35,6,5,1,1,0,0.0,0,0.0,0.0,0.0,0.1642070685,0.1642070685,0.0,0.4422617214
15964,37,24,standard,3,174.67,55.47,31,7,17,4,1,1,0.1,1,56.96,5.7,51.26,0.1202677189,0.1981592532,0.0778915343,0.2862459457
15965,24,42,budget,5,134.14,24.43,31,9,4,1,1,0,0.0,0,0.0,0.0,0.0,0.1193313086,0.1193313086,0.0,0.2883208329
15966,35,19,vip,9,1158.76,166.53,15,14,8,1,1,0,0.0,1,67.1,0.0,67.1,0.306222387,0.306222387,0.0,0.7083584908
15967,33,21,budget,2,62.09,34.99,14,8,5,2,0,0,0.0,0,0.0,0.0,0.0,0.1416441642,0.1416441642,0.0,0.2769424513
15968,55,12,standard,4,643.08,122.86,14,7,8,1,1,0,0.0,1,101.03,0.0,101.03,0.3879046435,0.3879046435,0.0,0.5393896349
15969,24,84,standard,2,121.01,69.75,17,9,7,1,0,0,0.0,0,0.0,0.0,0.0,0.1965096598,0.1965096598,0.0,0.2938093333
15970,40,61,vip,5,593.06,144.32,8,9,12,0,0,1,0.2,0,0.0,0.0,0.0,0.3456754569,0.5804908639,0.2348154069,0.5367806708
15971,24,20,premium,5,571.23,125.8,19,11,7,1,1,0,0.0,0,0.0,0.0,0.0,0.2300592613,0.2300592613,0.0,0.56649982
15972,30,8,standard,3,154.97,46.76,54,10,12,2,0,0,0.0,0,0.0,0.0,0.0,0.0522570381,0.0522570381,0.0,0.1949977302
15973,39,27,premium,6,756.12,124.29,42,4,4,2,0,1,0.1,0,0.0,0.0,0.0,0.1722275375,0.2348865924,0.0626590549,0.4094597517
15974,34,31,standard,3,162.3,51.57,6,3,6,0,0,0,0.0,0,0.0,0.0,0.0,0.1396120764,0.1396120764,0.0,0.2997346563
15975,36,16,budget,1,69.13,77.44,15,8,4,0,0,0,0.0,0,0.0,0.0,0.0,0.0933744496,0.0933744496,0.0,0.2157690198
15976,40,3,standard,1,80.29,87.1,41,9,8,2,0,1,0.05,0,0.0,0.0,0.0,0.0989633974,0.1291524843,0.0301890869,0.2309393831
15977,31,104,standard,11,1122.1,111.42,19,5,13,2,1,0,0.0,1,87.21,0.0,87.21,0.5622111844,0.5622111844,0.0,0.6400287005
15978,46,71,standard,6,612.29,113.84,16,9,10,1,0,0,0.0,0,0.0,0.0,0.0,0.365668739,0.365668739,0.0,0.4374124878
15979,33,49,budget,3,76.54,27.29,21,3,8,1,1,0,0.0,0,0.0,0.0,0.0,0.1448417789,0.1448417789,0.0,0.2519433002
15980,35,10,standard,4,324.5,89.0,2,3,5,2,0,1,0.2,0,0.0,0.0,0.0,0.1625067365,0.3853947911,0.2228880546,0.3823599195
15981,40,35,standard,6,391.13,68.13,20,9,6,1,0,0,0.0,0,0.0,0.0,0.0,0.1275554943,0.1275554943,0.0,0.3064041845
15982,38,59,budget,4,358.92,91.98,66,6,4,1,0,0,0.0,0,0.0,0.0,0.0,0.1044387252,0.1044387252,0.0,0.1782315512
15983,43,66,budget,6,353.51,66.93,18,8,5,1,1,0,0.0,0,0.0,0.0,0.0,0.1818011521,0.1818011521,0.0,0.2934013229
15984,39,30,standard,3,351.94,90.9,17,2,6,2,0,1,0.2,1,59.48,11.9,47.58,0.2866726592,0.533279499,0.2466068398,0.4071477793
15985,41,22,vip,7,1873.24,257.68,19,13,11,0,0,1,0.2,1,156.79,31.36,125.43,0.5414118353,0.8031735296,0.2617616943,0.8205368368
15986,32,33,standard,10,830.19,81.2,40,11,7,2,1,1,0.1,0,0.0,0.0,0.0,0.2597775774,0.3494443875,0.0896668101,0.5314581941
15987,24,67,standard,6,194.94,43.28,40,7,4,0,0,0,0.0,0,0.0,0.0,0.0,0.1025691938,0.1025691938,0.0,0.2408747348
15988,20,36,budget,8,861.44,115.88,3,3,3,0,0,0,0.0,0,0.0,0.0,0.0,0.2384245538,0.2384245538,0.0,0.511070096
15989,18,49,budget,7,131.81,24.21,17,6,3,0,0,0,0.0,0,0.0,0.0,0.0,0.0539093137,0.0539093137,0.0,0.1992323674
15990,55,13,standard,7,2105.19,243.91,89,9,7,0,0,1,0.2,0,0.0,0.0,0.0,0.1725459521,0.2561339763,0.0835880242,0.4672268401
15991,18,5,premium,6,638.42,97.99,113,14,8,1,0,0,0.0,0,0.0,0.0,0.0,0.0323208345,0.0323208345,0.0,0.2169845282
15992,49,23,premium,4,520.23,106.02,19,13,16,2,1,1,0.1,1,90.03,9.0,81.03,0.2600597245,0.3555503613,0.0954906367,0.4795131295
15993,27,15,standard,3,176.03,62.23,1,4,10,0,0,1,0.15,0,0.0,0.0,0.0,0.183428239,0.3657019771,0.1822737381,0.3966181919
15994,49,21,standard,3,342.11,117.7,27,5,6,1,1,0,0.0,0,0.0,0.0,0.0,0.1230204569,0.1230204569,0.0,0.281163108
15995,18,32,standard,4,357.64,85.74,40,5,9,1,1,0,0.0,0,0.0,0.0,0.0,0.1284043622,0.1284043622,0.0,0.3595892016
15996,33,6,budget,2,243.93,151.48,82,4,5,1,0,0,0.0,0,0.0,0.0,0.0,0.0393738642,0.0393738642,0.0,0.126634261
15997,52,45,budget,5,756.04,174.29,47,1,5,0,0,0,0.0,1,145.4,0.0,145.4,0.2879160295,0.2879160295,0.0,0.3278823019
15998,44,27,premium,5,565.61,127.16,20,10,4,1,0,0,0.0,1,111.45,0.0,111.45,0.2876138143,0.2876138143,0.0,0.4982377425
15999,32,27,standard,4,198.13,60.29,11,8,4,1,0,1,0.2,1,122.26,24.45,97.81,0.1752571695,0.4139013439,0.2386441744,0.3697010492
16000,18,57,standard,4,597.76,130.31,32,5,6,0,1,0,0.0,0,0.0,0.0,0.0,0.1811455063,0.1811455063,0.0,0.4142879472
16001,21,4,standard,8,359.31,39.06,25,6,5,0,1,0,0.0,0,0.0,0.0,0.0,0.0631953257,0.0631953257,0.0,0.3343570237
16002,51,24,standard,2,159.89,85.84,113,11,7,0,0,0,0.0,0,0.0,0.0,0.0,0.0306513126,0.0306513126,0.0,0.08030328
16003,32,38,standard,3,214.13,70.73,25,12,10,1,1,0,0.0,0,0.0,0.0,0.0,0.140380149,0.140380149,0.0,0.3248541948
16004,35,56,standard,3,513.73,189.02,38,9,5,1,0,0,0.0,0,0.0,0.0,0.0,0.1238534981,0.1238534981,0.0,0.2675630192
16005,39,116,standard,3,618.32,159.04,75,10,5,0,0,0,0.0,1,171.78,0.0,171.78,0.1952748893,0.1952748893,0.0,0.2173692434
16006,22,12,premium,8,1874.64,184.07,38,13,11,1,1,1,0.2,0,0.0,0.0,0.0,0.2046576583,0.3946364479,0.1899787896,0.7077614903
16007,40,14,standard,1,71.5,58.76,49,7,6,0,0,0,0.0,0,0.0,0.0,0.0,0.0416724723,0.0416724723,0.0,0.1347165979
16008,31,48,standard,4,282.17,74.17,51,12,7,0,0,0,0.0,0,0.0,0.0,0.0,0.1271292906,0.1271292906,0.0,0.266729991
16009,39,23,standard,6,667.04,121.57,47,9,4,0,1,1,0.1,0,0.0,0.0,0.0,0.0972846324,0.1542954098,0.0570107774,0.3190332618
16010,30,11,standard,3,70.29,28.38,32,9,6,0,0,0,0.0,0,0.0,0.0,0.0,0.0984367992,0.0984367992,0.0,0.2742170471
16011,19,20,standard,6,703.67,99.56,11,7,9,1,0,1,0.15,0,0.0,0.0,0.0,0.2617706697,0.4530823782,0.1913117085,0.5646651565
16012,31,34,standard,4,162.47,55.46,16,4,2,0,0,0,0.0,0,0.0,0.0,0.0,0.1395161646,0.1395161646,0.0,0.3112303964
16013,43,13,standard,3,224.92,63.49,5,7,7,3,1,1,0.15,0,0.0,0.0,0.0,0.1725496279,0.3455048892,0.1729552613,0.3758508603
16014,40,42,vip,5,705.53,141.91,24,15,10,2,1,0,0.0,1,119.35,0.0,119.35,0.2825313614,0.2825313614,0.0,0.5620610364
16015,36,58,standard,6,487.87,95.07,15,5,7,1,0,1,0.05,1,97.94,4.9,93.04,0.234348718,0.2654393133,0.0310905953,0.3845383892
16016,46,23,premium,6,669.05,118.68,38,7,10,0,0,1,0.05,0,0.0,0.0,0.0,0.25206219,0.2843365608,0.0322743708,0.4561254326
16017,34,11,premium,5,344.42,77.63,13,9,13,2,1,0,0.0,0,0.0,0.0,0.0,0.1653127169,0.1653127169,0.0,0.4581068822
16018,37,20,premium,9,1467.8,151.74,50,10,8,0,0,0,0.0,0,0.0,0.0,0.0,0.2336201187,0.2336201187,0.0,0.5848898701
16019,31,47,standard,4,212.66,49.19,65,5,7,4,0,0,0.0,0,0.0,0.0,0.0,0.0657455617,0.0657455617,0.0,0.1701052589
16020,47,21,standard,3,222.78,86.32,21,8,12,2,0,1,0.05,0,0.0,0.0,0.0,0.1534117674,0.1840775611,0.0306657938,0.2896446201
16021,39,12,standard,3,847.81,230.42,25,10,4,0,1,0,0.0,0,0.0,0.0,0.0,0.1212065164,0.1212065164,0.0,0.3965742203
16022,30,28,premium,5,516.09,118.18,26,8,8,1,1,1,0.15,0,0.0,0.0,0.0,0.2910599188,0.4807390839,0.1896791652,0.5548116043
16023,20,74,budget,7,349.19,51.05,30,5,6,1,0,0,0.0,0,0.0,0.0,0.0,0.1366726653,0.1366726653,0.0,0.2705663313
16024,48,38,premium,2,139.32,69.26,37,9,10,2,0,0,0.0,0,0.0,0.0,0.0,0.1364452775,0.1364452775,0.0,0.2491904003
16025,28,26,standard,5,405.34,73.13,33,5,9,1,1,0,0.0,0,0.0,0.0,0.0,0.1071970539,0.1071970539,0.0,0.3289682968
16026,37,20,standard,4,463.11,135.49,16,9,4,0,0,0,0.0,0,0.0,0.0,0.0,0.088222809,0.088222809,0.0,0.2913513529
16027,62,26,budget,6,426.23,81.55,37,5,4,0,0,0,0.0,1,44.2,0.0,44.2,0.2756063129,0.2756063129,0.0,0.3178706992
16028,45,43,premium,5,754.96,166.75,13,8,7,2,0,0,0.0,0,0.0,0.0,0.0,0.4160078451,0.4160078451,0.0,0.5715926273
16029,54,29,standard,7,283.44,37.09,42,6,5,0,0,1,0.05,0,0.0,0.0,0.0,0.1552875421,0.1795998086,0.0243122666,0.2674265679
16030,30,10,standard,4,198.54,52.64,8,7,6,1,1,1,0.2,0,0.0,0.0,0.0,0.1580931553,0.4425053591,0.2844122038,0.4129736942
16031,48,38,standard,8,840.72,106.77,21,7,3,1,0,0,0.0,0,0.0,0.0,0.0,0.2887077228,0.2887077228,0.0,0.47210719
16032,36,45,standard,4,261.17,87.91,4,7,7,1,1,0,0.0,0,0.0,0.0,0.0,0.1929947483,0.1929947483,0.0,0.3790400908
16033,40,15,budget,1,94.29,72.85,41,2,2,1,0,0,0.0,0,0.0,0.0,0.0,0.066729334,0.066729334,0.0,0.1502268953
16034,58,9,standard,2,83.81,43.24,2,8,5,0,0,0,0.0,0,0.0,0.0,0.0,0.2757174458,0.2757174458,0.0,0.3676510213
16035,33,11,premium,4,539.27,155.15,48,11,9,1,0,0,0.0,0,0.0,0.0,0.0,0.0755346339,0.0755346339,0.0,0.3013472247
16036,36,15,vip,9,1268.64,154.67,6,11,10,2,1,1,0.2,1,215.99,43.2,172.79,0.4261011977,0.7524091252,0.3263079274,0.780699343
16037,26,61,budget,3,104.81,36.74,83,0,3,0,0,0,0.0,0,0.0,0.0,0.0,0.0324893267,0.0324893267,0.0,0.0776490366
16038,46,34,standard,4,1045.65,274.6,33,7,3,1,0,0,0.0,0,0.0,0.0,0.0,0.1601436597,0.1601436597,0.0,0.3715735249
16039,30,42,premium,6,671.05,145.53,28,14,9,1,0,0,0.0,0,0.0,0.0,0.0,0.1987618912,0.1987618912,0.0,0.4627543171
16040,47,39,standard,6,478.27,91.1,44,9,2,0,0,0,0.0,0,0.0,0.0,0.0,0.1405184194,0.1405184194,0.0,0.2847390011
16041,18,10,premium,5,584.95,119.04,26,13,11,0,0,0,0.0,1,249.41,0.0,249.41,0.1483041402,0.1483041402,0.0,0.4929382122
16042,42,63,standard,7,525.76,84.15,7,2,6,0,0,0,0.0,1,101.37,0.0,101.37,0.3248830998,0.3248830998,0.0,0.4233885062
16043,29,35,standard,5,958.71,246.68,34,4,9,1,1,1,0.15,0,0.0,0.0,0.0,0.2550188251,0.403727597,0.1487087719,0.5166640284
16044,44,11,standard,5,358.41,62.75,34,13,6,2,1,1,0.15,0,0.0,0.0,0.0,0.168899628,0.3154471684,0.1465475404,0.3814023801
16045,36,13,standard,1,80.98,90.93,6,9,6,0,0,0,0.0,0,0.0,0.0,0.0,0.1196765081,0.1196765081,0.0,0.2852439281
16046,30,40,standard,3,169.64,50.01,32,8,9,2,0,0,0.0,0,0.0,0.0,0.0,0.0897263059,0.0897263059,0.0,0.231135685
16047,32,21,budget,2,199.01,95.93,50,6,5,1,1,0,0.0,0,0.0,0.0,0.0,0.0582794458,0.0582794458,0.0,0.1804031493
16048,27,39,standard,6,501.16,76.19,62,8,7,2,0,0,0.0,0,0.0,0.0,0.0,0.0889716657,0.0889716657,0.0,0.2600770805
16049,45,61,budget,4,191.11,49.33,39,4,4,1,0,0,0.0,0,0.0,0.0,0.0,0.1842302409,0.1842302409,0.0,0.2228857197
16050,24,62,standard,5,404.26,77.93,29,6,8,1,1,1,0.1,0,0.0,0.0,0.0,0.2393814444,0.3322921219,0.0929106775,0.4213521009
16051,33,74,standard,5,142.26,40.81,52,7,4,1,0,0,0.0,0,0.0,0.0,0.0,0.0961676644,0.0961676644,0.0,0.1868998772
16052,40,41,budget,1,100.27,105.26,4,9,6,0,0,0,0.0,0,0.0,0.0,0.0,0.2270791091,0.2270791091,0.0,0.2982897725
16053,54,38,premium,3,296.93,76.53,43,14,11,1,0,1,0.15,1,62.68,9.4,53.28,0.3270730281,0.4709996219,0.1439265938,0.3954842096
16054,36,39,standard,5,514.54,115.19,35,8,6,2,0,0,0.0,0,0.0,0.0,0.0,0.1791185962,0.1791185962,0.0,0.3547508132
16055,33,37,standard,3,220.39,79.94,67,9,10,3,1,0,0.0,0,0.0,0.0,0.0,0.0929167744,0.0929167744,0.0,0.2275670447
16056,39,65,premium,7,520.18,80.53,27,11,7,1,0,0,0.0,0,0.0,0.0,0.0,0.3883905573,0.3883905573,0.0,0.509772878
16057,18,48,premium,4,169.48,56.81,39,6,6,0,0,1,0.2,0,0.0,0.0,0.0,0.1172271955,0.3008963116,0.1836691161,0.3148178166
16058,23,39,standard,5,247.64,48.25,34,12,7,1,0,0,0.0,0,0.0,0.0,0.0,0.0524474667,0.0524474667,0.0,0.2142991263
16059,32,44,budget,2,185.56,69.49,36,6,4,0,0,0,0.0,0,0.0,0.0,0.0,0.1502216718,0.1502216718,0.0,0.2459512693
16060,28,22,standard,2,367.9,128.97,3,6,6,0,1,0,0.0,0,0.0,0.0,0.0,0.1070601418,0.1070601418,0.0,0.3457993399
16061,18,16,standard,2,249.12,135.36,27,3,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0729369231,0.0729369231,0.0,0.2719934402
16062,45,56,budget,4,468.6,89.09,43,3,2,0,0,1,0.1,0,0.0,0.0,0.0,0.1189166264,0.1586982904,0.039781664,0.1994250251
16063,39,47,premium,6,676.45,98.94,72,11,6,0,0,0,0.0,0,0.0,0.0,0.0,0.1752294981,0.1752294981,0.0,0.351682316
16064,38,73,standard,5,357.54,61.59,39,5,8,2,0,0,0.0,0,0.0,0.0,0.0,0.1670893774,0.1670893774,0.0,0.259697222
16065,28,49,vip,7,1569.64,189.6,13,14,10,0,1,0,0.0,1,251.5,0.0,251.5,0.5039189572,0.5039189572,0.0,0.8075418786
16066,37,18,standard,2,271.72,146.29,28,9,10,2,0,0,0.0,0,0.0,0.0,0.0,0.142369491,0.142369491,0.0,0.3059881139
16067,42,19,premium,6,1702.28,255.69,13,6,7,3,1,1,0.2,1,447.25,89.45,357.8,0.4210501629,0.6776430368,0.2565928739,0.7496533554
16068,33,55,standard,4,441.39,108.35,55,11,13,1,0,1,0.1,0,0.0,0.0,0.0,0.1820076438,0.2437560387,0.0617483949,0.3077295342
16069,41,15,budget,3,140.12,39.01,24,5,4,1,0,1,0.05,0,0.0,0.0,0.0,0.1192019627,0.1495965992,0.0303946365,0.2422256136
16070,27,53,premium,7,337.07,48.32,44,8,5,0,0,0,0.0,0,0.0,0.0,0.0,0.0794582804,0.0794582804,0.0,0.2624583152
16071,37,19,standard,7,1019.91,166.61,24,8,8,0,0,1,0.2,0,0.0,0.0,0.0,0.3202111055,0.5527240374,0.2325129319,0.5747822644
16072,49,32,standard,3,133.5,58.84,18,7,4,0,0,0,0.0,0,0.0,0.0,0.0,0.1864984934,0.1864984934,0.0,0.2943755086
16073,50,30,budget,4,688.26,141.2,57,6,6,1,1,0,0.0,0,0.0,0.0,0.0,0.1203121147,0.1203121147,0.0,0.2497345394
16074,51,41,budget,6,612.39,71.84,25,3,4,0,1,0,0.0,0,0.0,0.0,0.0,0.2605720732,0.2605720732,0.0,0.372211936
16075,39,53,premium,4,366.41,104.5,8,6,7,1,0,0,0.0,0,0.0,0.0,0.0,0.209502391,0.209502391,0.0,0.3829431897
16076,36,55,budget,2,179.03,97.3,19,2,1,0,0,1,0.1,0,0.0,0.0,0.0,0.1920630892,0.2696797275,0.0776166382,0.2600811097
16077,31,12,standard,5,346.52,67.72,9,4,3,0,0,0,0.0,0,0.0,0.0,0.0,0.1877895411,0.1877895411,0.0,0.425674349
16078,18,24,standard,1,118.58,139.89,61,8,8,1,0,0,0.0,0,0.0,0.0,0.0,0.0295697536,0.0295697536,0.0,0.1359574119
16079,21,30,budget,3,98.09,36.42,27,6,8,1,1,0,0.0,0,0.0,0.0,0.0,0.074361336,0.074361336,0.0,0.2343456936
16080,34,6,budget,4,317.2,66.33,35,5,8,2,1,1,0.05,0,0.0,0.0,0.0,0.1291218918,0.1645897554,0.0354678635,0.317787677
16081,35,33,standard,8,636.32,66.27,47,4,3,2,0,1,0.15,0,0.0,0.0,0.0,0.2076182662,0.3260264073,0.1184081411,0.3999913988
16082,52,9,premium,6,822.0,138.83,33,10,12,0,1,1,0.15,1,180.06,27.01,153.05,0.2327056274,0.3734757941,0.1407701667,0.5022667859
16083,50,23,standard,2,190.98,87.26,25,8,4,1,0,0,0.0,0,0.0,0.0,0.0,0.1623785854,0.1623785854,0.0,0.2772323957
16084,28,51,standard,7,748.12,109.26,43,10,4,0,0,1,0.05,0,0.0,0.0,0.0,0.1320257488,0.1560709205,0.0240451717,0.3488550412
16085,45,50,premium,4,507.11,105.84,27,14,16,3,0,1,0.2,0,0.0,0.0,0.0,0.2476749144,0.4346092773,0.1869343629,0.401263222
16086,31,21,budget,3,197.71,65.54,12,4,5,0,1,0,0.0,0,0.0,0.0,0.0,0.0550170263,0.0550170263,0.0,0.207096613
16087,44,21,standard,4,406.39,100.92,21,6,6,0,0,0,0.0,0,0.0,0.0,0.0,0.2572617749,0.2572617749,0.0,0.4109653849
16088,45,18,standard,3,131.02,51.37,69,3,6,2,0,0,0.0,0,0.0,0.0,0.0,0.0404630859,0.0404630859,0.0,0.119284059
16089,50,32,budget,5,495.97,88.63,8,7,4,2,1,0,0.0,0,0.0,0.0,0.0,0.236271369,0.236271369,0.0,0.3860811353
16090,31,52,budget,7,233.37,37.55,59,5,2,2,1,1,0.05,0,0.0,0.0,0.0,0.0792544917,0.1018618915,0.0226073999,0.1982123446
16091,47,35,premium,7,1487.32,200.13,30,15,13,1,1,1,0.2,0,0.0,0.0,0.0,0.3311697212,0.5331608072,0.201991086,0.6403092322
16092,18,9,budget,3,255.12,80.52,8,7,4,3,0,1,0.05,0,0.0,0.0,0.0,0.0908235506,0.1268999462,0.0360763956,0.3126994886
16093,50,120,standard,5,357.27,75.32,39,8,3,1,0,0,0.0,1,78.82,0.0,78.82,0.4101131102,0.4101131102,0.0,0.3165299999
16094,36,54,vip,2,625.22,301.06,33,14,9,2,1,1,0.15,1,512.02,76.8,435.22,0.2886787186,0.4506696636,0.161990945,0.514476154
16095,36,44,standard,6,714.04,133.38,70,7,5,1,0,1,0.05,0,0.0,0.0,0.0,0.1069610297,0.1258409413,0.0188799116,0.2644488758
16096,18,45,standard,5,201.39,52.81,40,7,6,0,0,0,0.0,0,0.0,0.0,0.0,0.0811110228,0.0811110228,0.0,0.2517541616
16097,32,31,standard,4,282.49,76.46,3,11,6,0,1,1,0.05,0,0.0,0.0,0.0,0.2117737305,0.2609156474,0.0491419169,0.4451172785
